0.266074	-0.16562	0.32098	0.483299	0.17234	0.273364	0.371178	0.929823	0.251173	0.159345	1	
0.130292	0.870736	-3.21053	0.062493	0.261718	1.43606	1.46594	0.636203	0.282354	0.515587	1	
-0.116585	0.069915	0.068476	-0.783147	0.261718	0.439463	-0.081827	-0.888236	-0.123005	0.582939	1	
0.031541	0.2976	-3.21053	-0.58359	-0.721442	-0.307984	0.710932	1.05169	0.594169	-0.533994	1	
0.229043	0.807926	-0.052442	0.082634	0.261718	0.14879	0.635431	0.051062	0.032902	-0.086652	2	
0.117948	-0.220579	-3.21053	-1.62324	0.261718	-0.349509	0.257927	-0.385979	-0.247731	-0.33131	1	
0.389513	-0.220579	-3.21053	-2.62416	0.261718	-0.764757	0.484429	-0.59751	-0.372457	-0.810261	1	
0.019197	-0.040001	0.288973	-0.042597	0.261718	-1.01391	0.069175	0.890701	0.095265	-0.842014	2	
0.500607	0.140576	0.388552	-0.637358	0.261718	-0.681707	0.295677	0.931046	0.500624	-0.642297	3	
-0.252367	0.069915	0.246296	0.52355	0.261718	-1.22153	0.899684	1.37308	0.62535	-1.40089	4	
-0.042522	-2.39536	-3.21053	-1.12846	-0.721442	0.397939	0.257927	-1.16725	-0.060642	0.345537	1	
-3.4988	-0.566031	0.139604	-5.44012	0.976743	-0.847807	-1.17659	-2.00808	0.438262	0.009512	5	
0.043885	-0.173471	0.285416	-0.775121	0.17234	-0.391033	0.333428	-1.80771	-0.996086	-0.41085	2	
0.15498	0.336855	0.068476	0.021525	0.261718	0.024215	0.031425	0.079292	0.313536	0.125675	1	
0.290762	-0.189174	0.079145	-0.085921	0.976743	-1.47068	-0.950086	-0.273525	0.968347	-0.724959	5	
0.142636	-0.244132	-3.20697	0.165524	0.887365	-2.09355	-0.874585	-2.69449	-3.3347	-1.39941	5	
-0.00549	-0.322644	0.100483	-0.519439	0.261718	-0.307984	0.069175	-0.574114	0.282354	-0.182852	1	
-0.301743	-0.314793	0.399221	0.77052	0.708609	0.564038	-1.32759	0.004193	0.750076	1.64906	6	
-0.091897	0.2976	0.079145	0.196496	0.261718	-0.183409	0.220177	0.305093	-0.278912	-0.163443	2	
-0.091897	-0.220579	0.274747	0.567174	-0.185173	0.730137	0.031425	-0.396638	-0.403638	0.770625	1	
-0.00549	0.478177	0.029355	-0.247644	0.17234	1.06234	0.333428	-0.670454	0.095265	0.902376	1	
0.438888	0.195534	0.14316	-0.809435	0.261718	-1.13848	-0.232828	-0.087894	-0.278912	-0.802015	2	
0.364825	-0.047852	-0.038216	0.327813	0.261718	0.439463	0.484429	-0.964306	-0.933723	0.232267	1	
-0.054866	-0.220579	0.466793	-0.21697	0.17234	-0.930856	0.446679	0.634922	0.313536	-0.942674	7	
0.290762	0.077766	0.118265	0.275805	0.261718	-0.432558	0.031425	0.676859	-0.091823	-0.293988	2	
0.105604	-0.087108	0.367214	1.52262	0.261718	1.18691	0.635431	0.574967	0.656532	0.81758	1	
-0.030178	0.022808	0.157386	-0.771451	0.261718	1.06234	0.182426	-1.21723	-0.185368	0.981553	3	
-0.252367	-0.008597	-2.04403	0.342613	0.351096	-0.307984	0.220177	1.24047	2.09088	-0.295362	8	
0.290762	-0.189174	0.079145	-0.085921	0.976743	-0.930856	-1.10109	0.495694	1.68552	-0.087857	5	
0.25373	0.336855	0.086258	-0.979571	0.261718	-1.05543	0.144676	-0.626478	0.064084	-0.896238	9	
0.463576	0.109171	0.224957	-1.41118	0.261718	0.06574	0.257927	0.468454	0.282354	0.050018	1	
-0.215336	-0.142067	0.096927	-0.184417	0.261718	-1.26306	0.144676	-2.57971	-2.08744	-1.10167	4	
-0.314087	0.164129	0.200063	0.132493	0.261718	-0.930856	0.144676	-0.899478	-0.746634	-0.802015	4	
-0.128929	-0.134216	0.264078	0.430695	0.261718	-0.10036	0.182426	0.363824	-0.154186	-0.063434	2	
0.241386	-0.157769	0.338762	-1.20392	0.261718	-0.058835	0.182426	1.06612	0.344717	-0.03555	1	
-0.030178	-0.220579	0.242739	1.98827	0.17234	-0.224934	0.182426	1.34615	-0.091823	-0.173894	1	
0.241386	-0.126364	0.417003	0.096091	0.17234	-0.515608	-2.72436	1.34201	0.812439	-2.08825	1	
-0.252367	0.069915	0.246296	0.52355	0.261718	-0.806282	-0.044076	1.48534	1.09307	-0.588627	4	
0.327793	-2.42676	0.008017	-0.54498	-0.006417	-0.432558	0.484429	0.070477	0.18881	-0.528713	1	
0.15498	-0.330495	0.299642	-0.333637	0.082961	-0.723232	0.182426	0.536505	0.095265	-0.629	2	
-0.264711	-0.275537	0.384996	1.34392	0.261718	0.356414	0.220177	-0.647699	-1.18318	0.323223	1	
0.809204	-0.291239	0.036468	-0.399281	0.976743	-0.640182	-1.32759	-0.172274	1.03071	0.33488	5	
0.031541	0.2976	-3.21053	-0.58359	-0.721442	0.397939	0.069175	0.092921	0.095265	0.437855	1	
-0.277055	0.030659	0.441898	0.131866	0.17234	0.190314	0.069175	0.032986	-0.528364	0.255847	7	
-0.215336	0.776522	0.502357	-1.28914	-0.721442	2.29424	0.245343	-0.526178	0.168022	2.05878	1	
0.130292	-0.024299	0.246296	0.121006	0.082961	0.14879	0.408929	0.219723	-0.372457	0.026486	1	
0.056229	0.533135	0.185837	0.882801	0.261718	0.107265	0.597681	0.792167	0.126447	-0.125915	1	
-0.240024	-0.424709	0.089814	1.09453	0.261718	1.56063	0.144676	0.39355	0.344717	1.46167	1	
-0.06721	-0.275537	0.253409	0.371526	-1.07896	1.31149	0.106925	-0.523926	0.001721	1.24293	1	
0.15498	-0.385453	0.381439	0.314237	0.261718	0.14879	-0.044076	0.231431	-0.341275	0.284405	2	
0.019197	0.038511	0.19295	0.323367	0.261718	0.231839	0.031425	0.313558	0.251173	0.319293	2	
0.204355	-0.275537	0.360101	-0.278884	0.261718	0.024215	0.182426	-0.656668	-0.590727	0.041422	1	
-0.00549	0.054213	0.32098	0.804804	0.17234	-0.10036	-0.42158	0.341225	1.49843	0.306551	8	
-0.054866	0.179832	0.239183	-1.17009	0.261718	0.14879	0.446679	1.20787	0.687713	0.014165	4	
-0.277055	0.038511	0.42056	3.98715	0.17234	-0.141884	-3.17736	1.86968	0.905984	0.221755	8	
0.500607	0.140576	0.388552	-0.637358	0.261718	-2.71643	-1.06334	-0.899594	-3.4906	-1.94751	3	
0.25373	-2.42676	0.352988	-0.05119	-0.095795	-0.557133	-0.232828	0.920134	-0.029461	-0.255255	1	
-0.277055	-0.251983	-3.20342	1.95793	0.261718	2.30808	0.446679	1.93284	1.68552	2.01276	8	
-3.41239	0.148427	0.438342	-1.04778	-3.22403	-0.183409	-0.38383	1.7177	-0.684271	0.170907	4	
0.809204	-0.16562	0.025799	0.712127	0.887365	-1.05543	-1.55409	0.54299	1.62316	0.03754	5	
0.364825	-0.149918	0.171611	0.04277	0.261718	-0.307984	0.106925	0.456805	-0.310094	-0.207975	2	
0.09326	0.148427	0.171611	0.970704	0.17234	2.72333	-2.79986	-1.51504	-1.05845	0.044906	1	
-0.770809	-0.110662	0.328093	0.26205	0.17234	0.314889	0.069175	-0.358759	0.469443	0.369913	7	
0.006853	0.077766	0.342319	-0.12859	0.261718	-0.349509	-0.081827	0.319732	0.032902	-0.1402	2	
-0.289399	0.093469	0.402778	-0.087353	-1.43647	0.231839	0.257927	0.522623	0.095265	0.218741	4	
-2.21504	-0.29909	0.352988	0.054854	-1.7046	1.43606	0.55993	-0.744892	0.001721	1.07816	1	
-0.00549	0.486028	0.118265	0.446569	0.261718	-0.141884	0.55993	0.293774	0.282354	-0.272301	9	
0.031541	0.140576	0.399221	-0.817372	0.261718	-0.640182	0.446679	0.80236	0.750076	-0.679752	3	
0.47592	-0.283388	0.107596	0.080127	0.976743	-1.22153	-1.25209	-0.519635	1.46725	-0.323945	5	
0.142636	-1.91643	-0.023991	-0.504341	0.261718	0.480988	0.333428	0.893788	0.531806	0.373456	1	
0.130292	-0.212727	0.324537	0.386474	0.261718	0.439463	0.144676	-0.650786	-0.154186	0.445257	2	
-3.4988	0.486028	0.139604	-5.44012	-0.006417	0.14879	0.635431	0.038073	-2.43043	-0.090437	1	
0.31545	0.517433	-0.002652	-2.54347	0.261718	-1.05543	0.031425	0.197415	-0.278912	-0.862508	2	
0.056229	-0.087108	0.089814	1.31241	0.082961	-0.930856	0.220177	-1.85732	-1.86917	-0.824775	1	
-2.21504	-0.173471	3.9414	-1.56941	-2.50901	-3.1732	-5.70664	2.59782	-3.30352	-4.78291	1	
0.15498	0.140576	0.228514	0.766134	-1.25771	0.813187	0.52218	0.069293	-0.247731	0.553825	1	
0.229043	-0.016448	0.317424	-0.526838	0.261718	-0.474083	0.333428	-0.716527	0.001721	-0.478696	2	
-3.4988	0.203385	0.95402	-2.22256	-4.92221	-1.80288	-3.29061	-1.65231	-2.4928	-2.8219	1	
-3.4988	0.745117	0.150273	0.685183	-4.92221	-0.349509	0.52218	1.29973	-2.30571	-0.463688	1	
-0.017834	0.336855	0.235627	-0.511144	-0.81082	0.688613	0.673182	-1.17017	-0.43482	0.355266	9	
-0.16596	-0.267686	0.256965	0.051662	0.261718	0.522513	-1.21434	-1.15108	-0.933723	1.43062	1	
0.562327	-0.000745	-3.21053	-2.83225	0.261718	-0.474083	0.371178	-0.288941	-0.154186	-0.500516	1	
0.043885	0.274046	0.182281	0.095763	0.261718	2.43266	0.295677	-2.03524	-1.55735	2.13599	2	
0.130292	-1.64949	-3.21053	-2.63606	-2.41963	0.231839	0.673182	-1.34032	-2.33689	-0.036322	1	
-0.881904	-1.94784	0.217845	2.04634	0.17234	1.51911	1.35269	-0.082419	1.87261	0.678138	8	
0.15498	-0.236281	0.01513	0.558909	0.17234	0.480988	-0.006326	0.330799	0.219991	0.575669	1	
0.512951	-0.306942	0.061363	1.37155	0.976743	-0.723232	-1.25209	0.870372	1.09307	0.210194	5	
-0.00549	-0.259834	0.367214	-0.156667	0.261718	-0.432558	-0.34608	0.103755	0.064084	-0.064133	2	
0.019197	0.038511	0.19295	0.323367	0.261718	0.273364	0.106925	-0.216735	-0.091823	0.316749	2	
-2.44957	4.83558	0.352988	0.048976	-2.41963	-0.930856	0.295677	2.7333	-2.86697	-0.876672	1	
-0.141273	0.729415	0.079145	0.151709	0.261718	-0.349509	0.295677	0.269757	0.032902	-0.354456	2	
-0.696746	-0.055704	-3.21053	0.628849	0.261718	0.356414	-0.157328	1.03676	0.064084	0.539673	10	
-0.06721	-0.43256	-3.21053	-0.875108	0.17234	-0.01731	-0.157328	-1.05346	-0.091823	0.196487	1	
0.09326	0.423218	0.022242	-0.203782	0.082961	0.813187	-0.157328	-0.724623	-1.24554	0.921278	1	
0.241386	-0.126364	0.417003	0.096091	0.17234	0.605563	0.597681	0.377648	0.594169	0.327117	1	
-0.128929	-0.409007	0.175168	-0.256565	0.082961	0.564038	0.899684	1.31225	0.750076	0.151606	4	
-0.301743	-0.055704	0.210732	-0.147477	0.261718	1.60216	0.182426	-1.84276	-0.964905	1.46836	4	
-0.104241	-0.079257	0.011573	0.220903	0.261718	0.605563	1.01293	0.165186	0.282354	0.098829	1	
-0.215336	0.281897	0.107596	0.73922	0.082961	0.190314	-0.006326	0.359747	0.687713	0.296147	4	
0.105604	0.556689	-0.031104	0.619301	0.17234	-0.224934	0.144676	0.920348	0.282354	-0.164793	1	
0.401857	-0.29909	0.328093	0.432395	-1.25771	0.273364	0.333428	0.692139	-0.185368	0.190713	1	
-0.314087	0.540986	-0.041773	0.882562	0.261718	0.937762	0.069175	0.191299	0.001721	0.95355	2	
-0.16596	0.007106	-2.17206	-0.165858	0.261718	0.107265	-0.006326	1.69805	0.874802	0.239427	4	
-0.202992	-0.377602	0.434785	0.244803	-0.721442	-1.09696	0.031425	2.13723	1.06189	-0.88669	4	
0.47592	-0.283388	0.107596	0.080127	0.976743	-1.63678	-1.06334	-0.712954	0.62535	-0.836143	5	
0.031541	-0.118513	0.374326	-0.066706	0.261718	0.14879	0.220177	0.681674	0.500624	0.127568	1	
0.167323	0.148427	0.278304	-0.289596	0.261718	-0.806282	0.635431	0.265815	0.594169	-0.93649	3	
0.019197	-0.338346	-0.358293	-0.113223	0.17234	3.3462	0.295677	-1.75246	-1.77562	2.9869	1	
0.229043	-0.22843	0.324537	-0.869141	0.261718	-1.05543	0.257927	-0.259993	0.001721	-0.971739	2	
0.031541	0.140576	0.399221	-0.817372	0.261718	-0.183409	0.371178	0.477948	0.40708	-0.239703	3	
0.043885	0.007106	1.34878	-1.2494	-0.185173	-0.557133	-0.044076	2.35317	0.438262	-0.366499	4	
-0.252367	-0.110662	0.452567	0.888321	0.17234	1.26996	0.257927	-0.635661	-0.278912	1.10683	7	
-0.178304	-0.189174	0.264078	-0.640492	0.17234	1.14539	0.106925	-1.20368	-1.27672	1.08265	1	
-0.363462	-0.189174	0.641057	0.681245	0.17234	0.107265	-0.006326	0.672646	0.594169	0.224286	11	
0.080916	0.313302	0.079145	0.588985	0.261718	0.522513	0.144676	-0.318084	-0.341275	0.52241	2	
-0.363462	0.23479	0.000904	0.759778	0.261718	0.024215	0.55993	0.463115	0.531806	-0.160308	9	
1.13014	-0.087108	-0.002652	-0.479635	0.082961	-0.474083	0.371178	0.431915	-0.715453	-0.509317	1	
0.142636	-0.377602	0.328093	-0.039583	0.261718	0.190314	0.597681	-0.823408	-0.746634	-0.060673	2	
-0.264711	-0.09496	0.01513	-0.597346	0.261718	0.273364	0.710932	-1.11047	-0.43482	-0.036551	4	
-0.054866	0.580242	0.032912	-0.016668	0.261718	0.854712	0.031425	0.445486	0.219991	0.913611	1	
-0.017834	-0.22843	0.37077	1.29367	0.17234	0.522513	0.106925	0.870062	2.02852	0.562433	8	
0.759828	-1.30404	-0.023991	-0.973663	-0.006417	0.813187	-2.2336	1.13662	1.90379	2.60918	5	
0.15498	-0.189174	0.246296	-1.22359	0.082961	0.896237	0.106925	1.30629	0.126447	0.889766	1	
0.117948	-0.291239	0.306755	0.255993	0.17234	0.813187	0.371178	-0.526178	0.219991	0.638308	1	
-0.00549	-0.660245	0.345875	-0.270589	0.261718	1.14539	0.144676	-1.14029	-0.278912	1.08241	1	
0.303106	0.352558	0.082701	0.703981	0.261718	-0.349509	0.220177	0.597314	-0.185368	-0.317025	2	
0.229043	-0.008597	0.175168	0.087408	0.17234	-0.723232	0.106925	0.031724	-0.310094	-0.59398	1	
-0.240024	-0.534626	0.075589	-0.617039	0.17234	3.09705	0.295677	-1.55257	-1.74444	2.72891	4	
-0.091897	0.344707	0.182281	0.722749	0.261718	1.35301	-0.006326	-0.943163	0.313536	1.36829	3	
-0.22768	-0.997846	0.356544	-0.026932	0.261718	1.31149	0.446679	-1.22076	-0.715453	1.06229	7	
0.352481	-0.448263	0.196506	-0.528002	0.976743	-0.681707	-1.89385	-0.547574	0.687713	0.690483	5	
0.080916	-0.244132	0.214288	-0.37914	0.261718	0.439463	1.80569	0.507013	0.313536	-0.426811	2	
-0.202992	-0.000745	-3.21053	-0.527256	0.082961	0.771662	0.408929	0.197571	0.126447	0.588062	7	
0.15498	-0.16562	-3.21053	-1.32068	-0.185173	-0.307984	0.484429	0.340506	0.157628	-0.415334	1	
0.130292	-0.157769	0.577041	-0.670986	0.17234	-0.847807	0.55993	0.543903	0.594169	-0.921795	11	
0.229043	-0.354049	0.182281	0.210878	0.261718	0.564038	0.484429	-0.019785	-0.091823	0.352034	1	
-0.00549	-0.283388	0.214288	-2.42191	0.17234	-1.55373	-2.79986	-2.61339	-1.58853	-2.71981	1	
0.364825	-0.047852	-0.038216	0.327813	0.261718	-0.307984	0.182426	0.860742	0.095265	-0.249456	1	
0.377169	0.014957	0.381439	0.292753	0.261718	-0.930856	0.220177	1.36857	1.2178	-0.842605	3	
-0.030178	0.572391	5.083	-0.109553	-1.25771	0.314889	0.333428	0.892894	0.344717	0.215606	9	
0.031541	0.2976	-3.21053	-0.58359	-0.721442	0.799346	1.30235	-0.207338	0.334323	0.103856	1	
0.117948	-0.29909	0.473906	-0.204438	0.082961	0.231839	0.635431	-0.302124	0.126447	-0.027919	1	
0.142636	-0.369751	0.413447	0.301347	0.17234	-0.224934	0.333428	0.558192	-0.247731	-0.268298	2	
-0.252367	0.069915	0.246296	0.52355	0.261718	1.10386	1.65469	0.473716	1.06189	0.178887	4	
-0.00549	0.054213	0.32098	0.804804	0.17234	-0.01731	0.786433	0.732232	1.74788	-0.312203	8	
0.117948	0.289748	0.392108	-1.7471	0.261718	1.18691	0.144676	0.573996	-0.590727	1.13263	1	
-0.22768	-0.503221	0.406334	-0.671732	0.261718	-0.224934	0.484429	0.596634	0.251173	-0.343631	4	
-0.202992	-0.479668	-3.21053	-0.88764	0.261718	-0.723232	-0.534832	-1.0091	0.469443	-0.242368	7	
0.47592	-0.338346	0.047137	-0.000972	0.976743	-0.01731	-0.874585	-0.817389	0.812439	0.656716	5	
0.105604	-0.149918	0.438342	0.934659	0.261718	0.06574	0.371178	-1.32473	-1.93153	-0.011066	1	
0.080916	0.014957	0.064919	0.346104	0.17234	0.522513	0.408929	0.030715	0.064084	0.364306	1	
-0.363462	-0.008597	0.256965	-0.22634	0.261718	0.937762	-0.270579	1.49557	1.28016	1.15861	4	
-0.128929	0.705861	0.413447	2.00406	0.61923	2.22503	-1.62959	0.235741	0.344717	3.6071	6	
0.241386	-0.322644	0.28186	0.274612	0.261718	-0.806282	0.597681	1.02795	0.375899	-0.910511	2	
-0.128929	0.383963	0.23207	1.24868	0.261718	1.31149	0.371178	0.037179	-0.559546	1.10053	1	
-0.00549	-0.220579	-3.21053	1.07189	0.261718	0.688613	0.408929	0.032074	-0.466001	0.522	1	
0.031541	0.140576	0.399221	-0.817372	0.261718	-1.30458	1.50369	0.240052	1.24898	-1.70765	3	
-0.030178	-0.189174	0.242739	-0.408799	0.261718	-1.22153	-0.044076	-0.831252	-0.154186	-0.976537	2	
